epoch,loss,mae,val_loss,val_mae
1,0.1967824250459671,0.2933511734008789,0.05547570809721947,0.1803174763917923
2,0.04613427817821503,0.15858392417430878,0.05010100454092026,0.16986384987831116
3,0.03948855400085449,0.14461448788642883,0.04696502164006233,0.16339266300201416
4,0.035439975559711456,0.13596852123737335,0.04576747491955757,0.16129851341247559
5,0.03293324634432793,0.12995122373104095,0.04344138130545616,0.15545445680618286
6,0.03059518337249756,0.12493401765823364,0.04108851030468941,0.15316636860370636
7,0.029464680701494217,0.12219501286745071,0.0407886803150177,0.15200574696063995
8,0.028603216633200645,0.11988852173089981,0.04009236395359039,0.1489367038011551
9,0.027622440829873085,0.11764078587293625,0.037537265568971634,0.143891841173172
10,0.027052007615566254,0.11605041474103928,0.03840705007314682,0.14808553457260132
11,0.02592742256820202,0.11376267671585083,0.03859813138842583,0.1469535082578659
12,0.025683915242552757,0.11279866844415665,0.03570293262600899,0.14222198724746704
13,0.0255124568939209,0.11219526082277298,0.03882938623428345,0.1484476625919342
14,0.02475707232952118,0.11064542829990387,0.03616037219762802,0.14310188591480255
15,0.02424086630344391,0.10928014665842056,0.03614240512251854,0.14334873855113983
16,0.023947449401021004,0.10844733566045761,0.03645401448011398,0.1429317146539688
17,0.023313408717513084,0.10682918131351471,0.03237222135066986,0.13487814366817474
18,0.023315930739045143,0.10669642686843872,0.035813380032777786,0.14196203649044037
19,0.022775184363126755,0.10517235100269318,0.03763856366276741,0.14688123762607574
20,0.02249101549386978,0.1047024354338646,0.033260803669691086,0.13743355870246887
21,0.022197440266609192,0.10394766926765442,0.03501199558377266,0.140219047665596
22,0.02189481444656849,0.1029670462012291,0.03466804325580597,0.13914591073989868
23,0.02144262194633484,0.10191050916910172,0.03266502171754837,0.1357346773147583
24,0.0216732956469059,0.10215393453836441,0.031987715512514114,0.13444973528385162
25,0.020881956443190575,0.10051232576370239,0.034541670233011246,0.13961397111415863
26,0.020821459591388702,0.10021860152482986,0.030917402356863022,0.1324893832206726
27,0.020458806306123734,0.09944988042116165,0.03679712489247322,0.14528851211071014
28,0.020097222179174423,0.09842321276664734,0.032975416630506516,0.13645769655704498
29,0.02016129158437252,0.09869600087404251,0.0356166698038578,0.14257846772670746
30,0.019935965538024902,0.09815794229507446,0.035593755543231964,0.14348216354846954
31,0.01952396146953106,0.09707976132631302,0.03228583559393883,0.1366991400718689
32,0.019234780222177505,0.09649330377578735,0.03353339061141014,0.14071564376354218
33,0.019295351579785347,0.09623982757329941,0.036931078881025314,0.14932337403297424
