epoch,loss,mae,val_loss,val_mae
1,0.1776200383901596,0.2777751684188843,0.05904039740562439,0.18490779399871826
2,0.04147221893072128,0.14916665852069855,0.04933978244662285,0.16841760277748108
3,0.03454829007387161,0.13423693180084229,0.04830913618206978,0.16628333926200867
4,0.030887246131896973,0.12605004012584686,0.04254510998725891,0.15495158731937408
5,0.028175851330161095,0.11973076313734055,0.03912905231118202,0.14743579924106598
6,0.0266325231641531,0.1158495768904686,0.039019931107759476,0.14872729778289795
7,0.025164058431982994,0.11209546029567719,0.03807927295565605,0.14618445932865143
8,0.02437487244606018,0.1102200448513031,0.03597795218229294,0.1420905441045761
9,0.023579681292176247,0.10795764625072479,0.03939587250351906,0.14882154762744904
10,0.02304510585963726,0.10673810541629791,0.035752058029174805,0.1413068026304245
11,0.022333772853016853,0.10486708581447601,0.03527715429663658,0.14180441200733185
12,0.02158544398844242,0.10309576243162155,0.03385568782687187,0.1369962841272354
13,0.021154310554265976,0.10216262191534042,0.03613462671637535,0.14380806684494019
14,0.02064981684088707,0.1009712666273117,0.03352494537830353,0.138218492269516
15,0.020250441506505013,0.09996908903121948,0.0340288020670414,0.13829123973846436
16,0.019897066056728363,0.09896154701709747,0.03323518484830856,0.13756923377513885
17,0.019303681328892708,0.09755579382181168,0.033970195800065994,0.13906042277812958
18,0.019265297800302505,0.09768735617399216,0.03570583835244179,0.14341998100280762
19,0.018782546743750572,0.09630774706602097,0.03449244424700737,0.1410226821899414
20,0.018526950851082802,0.09586678445339203,0.03174633905291557,0.13506661355495453
21,0.018183225765824318,0.09508904814720154,0.03168441727757454,0.13675811886787415
22,0.0177072174847126,0.09416943788528442,0.032603442668914795,0.1383572220802307
23,0.017377251759171486,0.09322688728570938,0.03141617402434349,0.13652464747428894
24,0.017014093697071075,0.09203298389911652,0.03016960248351097,0.13342221081256866
25,0.016873404383659363,0.0915575921535492,0.030924897640943527,0.1359919011592865
26,0.01687479391694069,0.09132152795791626,0.03199080750346184,0.13846631348133087
27,0.016356201842427254,0.09023385494947433,0.030097758397459984,0.1341097503900528
28,0.016276542097330093,0.08986973762512207,0.03021860681474209,0.13352543115615845
29,0.016336679458618164,0.08948779106140137,0.030795956030488014,0.13534250855445862
30,0.015874851495027542,0.08849111199378967,0.03175109997391701,0.1371409296989441
31,0.015561576932668686,0.0876425951719284,0.031436823308467865,0.13646002113819122
32,0.015487734228372574,0.08732252568006516,0.028560874983668327,0.12886571884155273
33,0.015360955148935318,0.08713583648204803,0.030714070424437523,0.13446898758411407
34,0.015503611415624619,0.08718810230493546,0.03230458125472069,0.13771162927150726
35,0.015110732056200504,0.08612983673810959,0.03160123527050018,0.13709595799446106
36,0.015347232110798359,0.0864846408367157,0.028322603553533554,0.12944963574409485
37,0.014911863021552563,0.08557288348674774,0.029513714835047722,0.1322050839662552
38,0.014879090711474419,0.08512778580188751,0.03101937845349312,0.13595366477966309
39,0.014739642851054668,0.0850086510181427,0.03088454343378544,0.13564948737621307
40,0.01448728796094656,0.08432156592607498,0.033493053168058395,0.14184805750846863
41,0.014502329751849174,0.08440452814102173,0.03088492713868618,0.13568063080310822
42,0.01410044077783823,0.08302643895149231,0.0313333235681057,0.13686375319957733
43,0.014039691537618637,0.08294167369604111,0.02994769625365734,0.13293805718421936
