epoch,loss,mae,val_loss,val_mae
1,0.13465915620326996,0.23646190762519836,0.053686968982219696,0.17597350478172302
2,0.03720661252737045,0.14082269370555878,0.048275791108608246,0.16683389246463776
3,0.031058844178915024,0.1266254484653473,0.045480139553546906,0.16192157566547394
4,0.02791624516248703,0.11877018958330154,0.03804817423224449,0.1457878053188324
5,0.025908825919032097,0.11395219713449478,0.037311531603336334,0.14308986067771912
6,0.024272160604596138,0.10968533158302307,0.03620584309101105,0.14181779325008392
7,0.0236999299377203,0.10793796181678772,0.036805491894483566,0.14250773191452026
8,0.022546015679836273,0.10557100176811218,0.03896286338567734,0.14902250468730927
9,0.022019721567630768,0.103887639939785,0.03485279902815819,0.14014902710914612
10,0.02162548527121544,0.10279177129268646,0.03436252847313881,0.13797909021377563
11,0.020997317507863045,0.10099099576473236,0.034748028963804245,0.14150917530059814
12,0.020449310541152954,0.0997600257396698,0.03253558278083801,0.13484661281108856
13,0.019985338672995567,0.09844675660133362,0.035108137875795364,0.14056459069252014
14,0.019699763506650925,0.09772846847772598,0.03568289801478386,0.14325913786888123
15,0.019403250887989998,0.09682315587997437,0.03402651101350784,0.140161395072937
16,0.018897173926234245,0.09552156180143356,0.03176330775022507,0.13552924990653992
17,0.018228327855467796,0.09411756694316864,0.03393162414431572,0.14018811285495758
18,0.01838156208395958,0.09432630985975266,0.03085068240761757,0.13416220247745514
19,0.017788296565413475,0.09313007444143295,0.03173810988664627,0.1355343908071518
20,0.01750873401761055,0.09246256947517395,0.029640333727002144,0.1321849822998047
21,0.017174318432807922,0.09150561690330505,0.030949441716074944,0.13688556849956512
22,0.016906483098864555,0.09095347672700882,0.03223380818963051,0.1385660469532013
23,0.01636476255953312,0.08936242759227753,0.030379019677639008,0.13490872085094452
24,0.016081606969237328,0.08865519613027573,0.030861131846904755,0.1366066187620163
25,0.015993257984519005,0.08819452673196793,0.032204221934080124,0.1391846239566803
26,0.01619984395802021,0.08841246366500854,0.02921401895582676,0.13215389847755432
27,0.01570424810051918,0.08742183446884155,0.02907964400947094,0.13173122704029083
28,0.015305220149457455,0.08629493415355682,0.02902313880622387,0.13194561004638672
29,0.01521130558103323,0.08579995483160019,0.029036765918135643,0.13173361122608185
30,0.015203476883471012,0.08581264317035675,0.029795730486512184,0.13339146971702576
31,0.01493703480809927,0.08499675989151001,0.03045017085969448,0.13632695376873016
32,0.01472439430654049,0.08432678133249283,0.028910033404827118,0.13164959847927094
33,0.014744045212864876,0.08442658931016922,0.028638869524002075,0.131799578666687
34,0.014628632925450802,0.08374137431383133,0.027661627158522606,0.12800446152687073
35,0.01453354861587286,0.08363027125597,0.0286891870200634,0.13147547841072083
36,0.014460444450378418,0.08338361978530884,0.027915341779589653,0.13008683919906616
37,0.01414099708199501,0.08215479552745819,0.028136158362030983,0.12945640087127686
38,0.014064892195165157,0.08200598508119583,0.029673229902982712,0.13407845795154572
39,0.013787315227091312,0.08125965297222137,0.029214227572083473,0.1321091651916504
40,0.013700277544558048,0.08098006248474121,0.027756622061133385,0.12927280366420746
41,0.013648291118443012,0.08074210584163666,0.02925330586731434,0.1327623426914215
