epoch,loss,mae,val_loss,val_mae
1,0.11278770864009857,0.19452440738677979,0.04565386474132538,0.16225963830947876
2,0.019452746957540512,0.09472828358411789,0.03839341178536415,0.1469433605670929
3,0.016725925728678703,0.08697551488876343,0.03634679690003395,0.142931267619133
4,0.015527206473052502,0.08331477642059326,0.03521568328142166,0.14082695543766022
5,0.01479877158999443,0.08098365366458893,0.03443111106753349,0.13921695947647095
6,0.014272087253630161,0.07926392555236816,0.033769309520721436,0.13791419565677643
7,0.01383783295750618,0.07784285396337509,0.03306248411536217,0.13647738099098206
8,0.013446718454360962,0.07655031979084015,0.03254770115017891,0.1355946809053421
9,0.013099207542836666,0.07540138810873032,0.03214608132839203,0.13488298654556274
10,0.012792599387466908,0.07438576221466064,0.03180714324116707,0.1343258023262024
11,0.012518576346337795,0.07350325584411621,0.03159523010253906,0.1340530961751938
12,0.012271896004676819,0.07272584736347198,0.03127129003405571,0.13352768123149872
13,0.012028728611767292,0.07194928079843521,0.031004730612039566,0.13303248584270477
14,0.0118046123534441,0.07123932242393494,0.030840300023555756,0.1329275220632553
15,0.011591722257435322,0.07058810442686081,0.030528048053383827,0.13248945772647858
16,0.011385703459382057,0.06995894014835358,0.030373744666576385,0.13245831429958344
17,0.011176654137670994,0.06934867054224014,0.03014860674738884,0.13224074244499207
18,0.010971483774483204,0.0687827542424202,0.029924245551228523,0.1321605145931244
19,0.010750791989266872,0.06824222952127457,0.02976337820291519,0.13231049478054047
20,0.010500896722078323,0.06766917556524277,0.02960238978266716,0.13262346386909485
21,0.010233410634100437,0.06696590036153793,0.029507119208574295,0.13295656442642212
22,0.009994195774197578,0.06623270362615585,0.029401870444417,0.13301146030426025
23,0.009796103462576866,0.0655696913599968,0.02931182272732258,0.13296456634998322
24,0.009631955064833164,0.06501072645187378,0.029245752841234207,0.1328732669353485
25,0.009483663365244865,0.06450308114290237,0.02912699244916439,0.13266730308532715
26,0.009346100501716137,0.06403187662363052,0.029014011844992638,0.1324569582939148
27,0.009203649125993252,0.063543900847435,0.029030635952949524,0.13246773183345795
28,0.00907169934362173,0.06308341771364212,0.02912309765815735,0.1326659619808197
29,0.008947329595685005,0.06267058104276657,0.029134567826986313,0.13261887431144714
30,0.00881985668092966,0.06224742531776428,0.029265359044075012,0.13290660083293915
31,0.008688506670296192,0.06181326135993004,0.029435373842716217,0.1332225799560547
32,0.008561898022890091,0.06140192598104477,0.029648542404174805,0.1336645483970642
33,0.008435704745352268,0.061008915305137634,0.030013171955943108,0.13446328043937683
