epoch,loss,mae,val_loss,val_mae
1,0.11559111624956131,0.21761508285999298,0.046147849410772324,0.16405101120471954
2,0.033787213265895844,0.13298743963241577,0.03943280875682831,0.1481119692325592
3,0.028902150690555573,0.12115933001041412,0.0426076240837574,0.15525664389133453
4,0.025842243805527687,0.11389170587062836,0.039266180247068405,0.14841215312480927
5,0.024139510467648506,0.10969185829162598,0.03420207276940346,0.13580356538295746
6,0.02332673966884613,0.10723326355218887,0.03514717146754265,0.14002011716365814
7,0.022153286263346672,0.1041879802942276,0.032146893441677094,0.13247612118721008
8,0.02110987901687622,0.1017778292298317,0.03398114815354347,0.13841262459754944
9,0.021041732281446457,0.10078132897615433,0.035328228026628494,0.14041291177272797
10,0.020700903609395027,0.09978558868169785,0.032687559723854065,0.1361633688211441
11,0.019888317212462425,0.09768567979335785,0.03308752179145813,0.13748419284820557
12,0.019140837714076042,0.0960170105099678,0.03302145376801491,0.13631965219974518
13,0.018917448818683624,0.09515707939863205,0.0338212251663208,0.14038096368312836
14,0.018479004502296448,0.09405507147312164,0.031357016414403915,0.13412800431251526
15,0.018090179190039635,0.09307088702917099,0.033318888396024704,0.1397891789674759
16,0.017451511695981026,0.09119907766580582,0.031235147267580032,0.13472969830036163
17,0.017079371958971024,0.09060113877058029,0.03212951868772507,0.13736441731452942
18,0.01687132939696312,0.08991158753633499,0.030798960477113724,0.13576926290988922
19,0.016574271023273468,0.08935084939002991,0.03229357302188873,0.13840439915657043
20,0.016317831352353096,0.08846395462751389,0.031708139926195145,0.13832978904247284
21,0.016018999740481377,0.08748947829008102,0.03179454803466797,0.14009565114974976
22,0.015917811542749405,0.08743321895599365,0.030467581003904343,0.13541196286678314
23,0.015207855962216854,0.08542005717754364,0.02950967662036419,0.13392172753810883
24,0.015223395079374313,0.08515643328428268,0.030268624424934387,0.1358613520860672
25,0.014932040125131607,0.08434395492076874,0.030140908434987068,0.13560862839221954
26,0.014896244741976261,0.08423861861228943,0.031120073050260544,0.13833382725715637
27,0.014572528190910816,0.08362554013729095,0.03064873442053795,0.13688695430755615
28,0.014469355344772339,0.08305811136960983,0.03160193935036659,0.1390714794397354
29,0.014212165959179401,0.08197816461324692,0.031505197286605835,0.13827399909496307
30,0.01425712276250124,0.08231932669878006,0.029981791973114014,0.1353364735841751
